region,orden_reg,distrito,com_nom,cod_servel,cod_casen,padron,vot_boric,vot_kast,vot_nulo,vot_blanco,vot_validos,vot_tot,participacion,per_pob2020
METROPOLITANA DE SANTIAGO,7,DISTRITO 14,MELIPILLA,2800,13501,98064,28453,23555,305,94,52008,52407,0.5344162995594713,0.09116700637647504
DEL MAULE,9,DISTRITO 17,MOLINA,2628,7304,39735,13143,9569,164,60,22712,22936,0.5772241097269409,0.1301935928260086
DE COQUIMBO,5,DISTRITO 5,MONTE PATRIA,2538,4303,28145,7966,3924,109,55,11890,12054,0.42828211049920056,0.1605097604650675
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,8,DISTRITO 15,MOSTAZAL,2588,6110,21204,7721,4469,97,34,12190,12321,0.5810696095076401,0.1272768475269365
DEL BIOBIO,11,DISTRITO 21,MULCHEN,2665,8305,26746,5384,7117,125,56,12501,12682,0.4741643610259478,0.1648331606416179
DEL BIOBIO,11,DISTRITO 21,NACIMIENTO,2666,8306,24563,4693,7253,101,51,11946,12098,0.4925294141595082,0.1457799117960693
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,8,DISTRITO 16,NANCAGUA,2606,6305,15306,4839,3629,45,20,8468,8533,0.5574937932836797,0.1274791937100643
DE MAGALLANES Y DE LA ANTARTICA CHILENA,16,DISTRITO 28,NATALES,2756,12401,22672,6024,3470,68,26,9494,9588,0.42290049400141144,0.06507597762861649
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,8,DISTRITO 16,NAVIDAD,2600,6205,7214,2376,1744,38,14,4120,4172,0.5783199334627114,0.1437315972120946
DEL BIOBIO,11,DISTRITO 21,NEGRETE,2667,8307,9084,1623,3023,37,12,4646,4695,0.5168428005284016,0.1516949069657919
DE ÑUBLE,10,DISTRITO 19,NINHUE,2838,16204,6078,1140,1991,24,7,3131,3162,0.5202369200394866,0.1402847066096666
DE VALPARAISO,6,DISTRITO 6,NOGALES,2562,5506,19714,7511,3354,78,37,10865,10980,0.5569645936897636,0.1245811936551616
DE LA ARAUCANIA,12,DISTRITO 23,NUEVA IMPERIAL,2685,9111,30850,7395,8494,166,55,15889,16110,0.5222042139384117,0.1998225542672955
DE ÑUBLE,10,DISTRITO 19,NIQUEN,2844,16303,10758,1791,3685,34,17,5476,5527,0.513757203941253,0.1918207547474952
METROPOLITANA DE SANTIAGO,7,DISTRITO 10,NUNOA,2777,13120,198985,81608,55388,1413,593,136996,139002,0.6985551674749353,0.03976587608662557
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,15,DISTRITO 27,O'HIGGINS,2743,11302,758,151,168,1,1,319,321,0.4234828496042216,0.01409318297429972
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,8,DISTRITO 15,OLIVAR,2589,6111,12567,3900,3372,66,18,7272,7356,0.5853425638577227,0.1099931903057827
DE ANTOFAGASTA,3,DISTRITO 3,OLLAGUE,2513,2202,1663,102,122,6,4,224,234,0.1407095610342754,0.1315156945162752
DE VALPARAISO,6,DISTRITO 6,OLMUE,2577,5803,16687,4771,4543,85,20,9314,9419,0.5644513693294181,0.1521418442302363
DE LOS LAGOS,14,DISTRITO 25,OSORNO,2726,10301,143216,40375,37894,620,173,78269,79062,0.5520472572896883,0.1052700931000829
DE COQUIMBO,5,DISTRITO 5,OVALLE,2536,4301,92330,27498,16242,385,135,43740,44260,0.4793674861908372,0.1112188342625878
METROPOLITANA DE SANTIAGO,7,DISTRITO 14,PADRE HURTADO,2808,13604,46684,19359,10189,203,69,29548,29820,0.638762745266044,0.09019072645541754
DE LA ARAUCANIA,12,DISTRITO 23,PADRE LAS CASAS,2686,9112,59516,13289,16904,233,93,30193,30519,0.5127864775858593,0.1886901110082478
DE COQUIMBO,5,DISTRITO 5,PAIHUANO,2530,4105,5295,1648,1077,22,7,2725,2754,0.5201133144475921,0.1209086267745504
DE LOS RIOS,13,DISTRITO 24,PAILLACO,2816,14107,19298,4229,5815,79,22,10044,10145,0.5257021453000311,0.1476450440933675
METROPOLITANA DE SANTIAGO,7,DISTRITO 14,PAINE,2799,13404,55091,17617,14711,234,73,32328,32635,0.5923835109182988,0.1104054586579299
DE LOS LAGOS,14,DISTRITO 26,PALENA,2736,10404,2322,441,449,3,5,890,898,0.3867355727820844,0.1292008134605995
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,8,DISTRITO 16,PALMILLA,2607,6306,10565,3119,2832,33,19,5951,6003,0.5681968764789399,0.1007998370126588
DE LOS RIOS,13,DISTRITO 24,PANGUIPULLI,2817,14108,35619,7035,8907,162,69,15942,16173,0.454055419860187,0.140723494641199
DE VALPARAISO,6,DISTRITO 6,PANQUEHUE,2572,5704,6644,2398,1541,25,8,3939,3972,0.5978326309452138,0.1067564088111562
DE VALPARAISO,6,DISTRITO 6,PAPUDO,2555,5403,6309,2318,1969,33,5,4287,4325,0.6855286099223332,0.1351679406942991
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,8,DISTRITO 16,PAREDONES,2601,6206,7049,2065,1814,16,11,3879,3906,0.5541211519364448,0.1357993648946952
DEL MAULE,9,DISTRITO 18,PARRAL,2637,7404,38210,8478,12097,155,41,20575,20771,0.5436011515310128,0.1401077678681432
METROPOLITANA DE SANTIAGO,7,DISTRITO 13,PEDRO AGUIRRE CERDA,2778,13121,91490,39838,14930,393,118,54768,55279,0.6042081101759755,0.1169763305120818
DEL MAULE,9,DISTRITO 17,PELARCO,2617,7106,8675,2000,2648,28,10,4648,4686,0.5401729106628242,0.1426987765567778
DEL MAULE,9,DISTRITO 18,PELLUHUE,2624,7203,7912,1748,3292,33,12,5040,5085,0.6426946410515673,0.1572451332052305
DE ÑUBLE,10,DISTRITO 19,PEMUCO,2830,16105,8294,1524,2756,23,14,4280,4317,0.5204967446346757,0.1646860228844268
DEL MAULE,9,DISTRITO 17,PENCAHUE,2618,7107,10371,2356,3569,36,12,5925,5973,0.5759328897888343,0.1243111438997855
DEL BIOBIO,11,DISTRITO 20,PENCO,2648,8107,42186,14637,10102,215,78,24739,25032,0.5933722087896458,0.1251148760105386
METROPOLITANA DE SANTIAGO,7,DISTRITO 14,PENAFLOR,2809,13605,73422,29349,15169,353,95,44518,44966,0.6124322410176787,0.08981981268485653
METROPOLITANA DE SANTIAGO,7,DISTRITO 11,PENALOLEN,2779,13122,190640,74617,39713,913,375,114330,115618,0.6064729332773815,0.1060549070080649
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,8,DISTRITO 16,PERALILLO,2608,6307,10158,3284,2630,43,20,5914,5977,0.5884032289820831,0.1146140301769422
DE LA ARAUCANIA,12,DISTRITO 22,PERQUENCO,2687,9113,6814,1555,2162,35,10,3717,3762,0.5520986204872321,0.1867871689435663
DE VALPARAISO,6,DISTRITO 6,PETORCA,2556,5404,9415,3678,1370,42,12,5048,5102,0.5419012214551248,0.1155984591418075
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,8,DISTRITO 16,PEUMO,2590,6112,12895,4842,2524,54,19,7366,7439,0.5768902675455603,0.09215923884785307
DE TARAPACA,2,DISTRITO 2,PICA,2507,1405,5663,1290,1433,12,6,2723,2741,0.48401907116369414,0.16797826806585
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,8,DISTRITO 16,PICHIDEGUA,2591,6113,17017,4977,3626,53,23,8603,8679,0.5100193923723335,0.1156359262148933
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,8,DISTRITO 16,PICHILEMU,2596,6201,16735,5797,4495,83,27,10292,10402,0.6215715566178668,0.1079701815433306
DE ÑUBLE,10,DISTRITO 19,PINTO,2831,16106,11523,1646,5046,56,14,6692,6762,0.5868263473053892,0.1585591401538749
METROPOLITANA DE SANTIAGO,7,DISTRITO 12,PIRQUE,2791,13202,23505,8298,6418,125,35,14716,14876,0.6328866198681131,0.09248670123533241
DE LA ARAUCANIA,12,DISTRITO 23,PITRUFQUEN,2688,9114,23226,4489,7534,87,27,12023,12137,0.5225609231034186,0.1590821382683776
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,8,DISTRITO 16,PLACILLA,2609,6308,8296,2666,2104,29,10,4770,4809,0.5796769527483124,0.1273022635340989
DE ÑUBLE,10,DISTRITO 19,PORTEZUELO,2839,16205,5797,1204,2032,20,7,3236,3263,0.5628773503536312,0.1739075168442781
DE MAGALLANES Y DE LA ANTARTICA CHILENA,16,DISTRITO 28,PORVENIR,2753,12301,6108,1585,820,16,4,2405,2425,0.3970203012442698,0.0832902288031185
DE TARAPACA,2,DISTRITO 2,POZO ALMONTE,2503,1401,11891,2121,2460,54,15,4581,4650,0.39105205617694055,0.1564674212028224
DE MAGALLANES Y DE LA ANTARTICA CHILENA,16,DISTRITO 28,PRIMAVERA,2754,12302,1229,215,100,5,1,315,321,0.2611879576891782,0.08490175358193426
METROPOLITANA DE SANTIAGO,7,DISTRITO 10,PROVIDENCIA,2780,13123,170892,49489,53071,1434,705,102560,104699,0.6126617980947031,0.03642610433463418
DE VALPARAISO,6,DISTRITO 6,PUCHUNCAVI,2545,5105,16733,6088,4007,79,37,10095,10211,0.61023127950756,0.1330054952602058
DE LA ARAUCANIA,12,DISTRITO 23,PUCON,2689,9115,29594,6761,8101,120,42,14862,15024,0.507670473744678,0.1526781994431276
METROPOLITANA DE SANTIAGO,7,DISTRITO 8,PUDAHUEL,2781,13124,169810,67932,31217,648,214,99149,100011,0.5889582474530357,0.08886383032551015
METROPOLITANA DE SANTIAGO,7,DISTRITO 12,PUENTE ALTO,2790,13201,403129,162727,68773,1541,418,231500,233459,0.579117354494467,0.07986780328902546
DE LOS LAGOS,14,DISTRITO 26,PUERTO MONTT,2707,10101,189727,50224,51340,830,287,101564,102681,0.5412039403985727,0.1046858523400807
DE LOS LAGOS,14,DISTRITO 25,PUERTO OCTAY,2727,10302,9074,2592,2095,36,11,4687,4734,0.5217103813092352,0.1383291876203928
DE LOS LAGOS,14,DISTRITO 25,PUERTO VARAS,2715,10109,43875,11164,15117,289,110,26281,26680,0.6080911680911681,0.08434456097364984
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,8,DISTRITO 16,PUMANQUE,2610,6309,4262,1221,1220,14,5,2441,2460,0.5771938057250118,0.130852562126145
DE COQUIMBO,5,DISTRITO 5,PUNITAQUI,2539,4304,10782,3043,1518,40,23,4561,4624,0.42886291968094975,0.1461377903985542
DE MAGALLANES Y DE LA ANTARTICA CHILENA,16,DISTRITO 28,PUNTA ARENAS,2747,12101,121724,38851,24476,598,150,63327,64075,0.5263957806184483,0.05367519475385161
DE LOS LAGOS,14,DISTRITO 26,PUQUELDON,2721,10206,4406,1159,610,9,7,1769,1785,0.40512936904221514,0.1067853483738742
DE LA ARAUCANIA,12,DISTRITO 22,PUREN,2703,9208,12240,2105,4300,25,21,6405,6451,0.5270424836601307,0.2154098820354041
DE LOS LAGOS,14,DISTRITO 25,PURRANQUE,2728,10303,19788,4509,5830,68,44,10339,10451,0.5281483727511623,0.1155043829882641
DE VALPARAISO,6,DISTRITO 6,PUTAENDO,2573,5705,14163,5049,2676,51,20,7725,7796,0.5504483513379934,0.1347218897601208
DE ARICA Y PARINACOTA,1,DISTRITO 1,PUTRE,2824,15201,5748,493,948,23,5,1441,1469,0.2555671537926235,0.2044309405630109
DE LOS LAGOS,14,DISTRITO 25,PUYEHUE,2729,10304,11691,2899,3418,47,22,6317,6386,0.5462321443845694,0.1467465551451197
DE LOS LAGOS,14,DISTRITO 26,QUEILEN,2722,10207,6234,1573,1104,16,7,2677,2700,0.4331087584215592,0.1412175718072795
DE LOS LAGOS,14,DISTRITO 26,QUELLON,2723,10208,23017,5543,4458,104,46,10001,10151,0.44102185341269495,0.1193818634298467
DE LOS LAGOS,14,DISTRITO 26,QUEMCHI,2724,10209,8963,1974,1697,20,13,3671,3704,0.4132544906839228,0.1003606374371812
DEL BIOBIO,11,DISTRITO 21,QUILACO,2668,8308,4359,1005,1337,15,12,2342,2369,0.5434732736866253,0.1970343091244608
METROPOLITANA DE SANTIAGO,7,DISTRITO 8,QUILICURA,2782,13125,141793,57492,27092,532,168,84584,85284,0.6014683376471335,0.08540059746175746
DEL BIOBIO,11,DISTRITO 21,QUILLECO,2669,8309,9620,1546,3126,28,15,4672,4715,0.4901247401247401,0.1834968633628476
DE ÑUBLE,10,DISTRITO 19,QUILLON,2832,16107,15977,3084,5248,73,20,8332,8425,0.527320523252175,0.1677132988988767
DE VALPARAISO,6,DISTRITO 6,QUILLOTA,2558,5501,75874,23622,18538,335,100,42160,42595,0.5613912539209742,0.1020958924588002
DE VALPARAISO,6,DISTRITO 6,QUILPUE,2575,5801,135645,46570,33856,685,197,80426,81308,0.599417597404991,0.09269498526731687
DE LOS LAGOS,14,DISTRITO 26,QUINCHAO,2725,10210,9251,2405,1128,28,20,3533,3581,0.38709328721219327,0.1430175616056153
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,8,DISTRITO 15,QUINTA DE TILCOCO,2592,6114,12463,4183,3093,58,25,7276,7359,0.5904677846425419,0.1311892939438885
METROPOLITANA DE SANTIAGO,7,DISTRITO 9,QUINTA NORMAL,2783,13126,101182,36627,19317,369,119,55944,56432,0.557727659069795,0.09167410375069088
DE VALPARAISO,6,DISTRITO 6,QUINTERO,2546,5107,25195,8623,5427,108,50,14050,14208,0.5639214129787656,0.1358435300028938
DE ÑUBLE,10,DISTRITO 19,QUIRIHUE,2835,16201,10977,2665,3051,59,17,5716,5792,0.5276487200510157,0.1489056307568509
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,8,DISTRITO 15,RANCAGUA,2579,6101,195074,65759,44445,936,246,110204,111386,0.570993571670238,0.08931715286601989
DE ÑUBLE,10,DISTRITO 19,RANQUIL,2840,16206,5833,1372,1961,26,6,3333,3365,0.5768901080061718,0.1526130334050655
DEL MAULE,9,DISTRITO 17,RAUCO,2629,7305,10014,2513,2927,42,8,5440,5490,0.54823247453565,0.1401534281927948
METROPOLITANA DE SANTIAGO,7,DISTRITO 9,RECOLETA,2784,13127,140460,49686,25705,684,207,75391,76282,0.5430869998576107,0.1323969777194035
DE LA ARAUCANIA,12,DISTRITO 22,RENAICO,2704,9209,9806,1910,3146,41,16,5056,5113,0.5214154599224964,0.1783981592525945
METROPOLITANA DE SANTIAGO,7,DISTRITO 9,RENCA,2785,13128,115788,44396,18355,400,140,62751,63291,0.5466110477769717,0.101571526291727
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,8,DISTRITO 15,RENGO,2593,6115,49052,16478,10859,172,86,27337,27595,0.5625662562178912,0.1053760041336181
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,8,DISTRITO 15,REQUINOA,2594,6116,23324,7165,6228,103,23,13393,13519,0.5796175613102383,0.1049125544790632
DEL MAULE,9,DISTRITO 18,RETIRO,2638,7405,17799,3072,6213,31,29,9285,9345,0.5250294960391033,0.1705386316586992
DE VALPARAISO,6,DISTRITO 6,RINCONADA,2551,5303,9605,3487,2446,34,10,5933,5977,0.6222800624674648,0.1211824985422613
DE LOS RIOS,13,DISTRITO 24,RIO BUENO,2821,14204,30798,6366,9462,117,38,15828,15983,0.5189622702772907,0.1356899812357484
DEL MAULE,9,DISTRITO 17,RIO CLARO,2619,7108,12186,2992,3551,51,27,6543,6621,0.5433284096504185,0.126841910734392
DE COQUIMBO,5,DISTRITO 5,RIO HURTADO,2540,4305,4933,1137,882,19,17,2019,2055,0.41658220150010133,0.1297430841988361
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,15,DISTRITO 27,RIO IBANEZ,2746,11402,2971,714,837,15,2,1551,1568,0.5277684281386739,0.1465189166618413
DE LOS LAGOS,14,DISTRITO 25,RIO NEGRO,2730,10305,13459,3372,3803,50,24,7175,7249,0.5385987071847834,0.1332021968258645
DE MAGALLANES Y DE LA ANTARTICA CHILENA,16,DISTRITO 28,RIO VERDE,2749,12103,750,140,150,2,1,290,293,0.39066666666666666,0.1313452281192275
DEL MAULE,9,DISTRITO 17,ROMERAL,2630,7306,14037,3564,4282,56,31,7846,7933,0.5651492484149034,0.1204571307593438
DE LA ARAUCANIA,12,DISTRITO 23,SAAVEDRA,2690,9116,13239,3144,3074,71,35,6218,6324,0.4776795830500793,0.2231729952762196
DEL MAULE,9,DISTRITO 17,SAGRADA FAMILIA,2631,7307,16115,5083,4070,68,21,9153,9242,0.573502947564381,0.1128258184368657
DE COQUIMBO,5,DISTRITO 5,SALAMANCA,2535,4204,23633,7357,4080,83,36,11437,11556,0.4889772775356493,0.09605913381980427
DE VALPARAISO,6,DISTRITO 7,SAN ANTONIO,2563,5601,78647,32363,13640,323,97,46003,46423,0.5902704489681743,0.1161812418421678
METROPOLITANA DE SANTIAGO,7,DISTRITO 14,SAN BERNARDO,2796,13401,228550,77034,42372,775,225,119406,120406,0.526825639903741,0.1068160494608332
DE ÑUBLE,10,DISTRITO 19,SAN CARLOS,2842,16301,47823,9387,14747,173,63,24134,24370,0.5095874370072977,0.1449159329220292
DEL MAULE,9,DISTRITO 17,SAN CLEMENTE,2620,7109,37611,9537,9050,159,56,18587,18802,0.4999069421179974,0.1498702095318675
DE VALPARAISO,6,DISTRITO 6,SAN ESTEBAN,2552,5304,15496,5322,3731,110,26,9053,9189,0.5929917398038204,0.1075144521751857
DE ÑUBLE,10,DISTRITO 19,SAN FABIAN,2845,16304,5149,1189,1624,18,9,2813,2840,0.5515634103709458,0.186760041420435
DE VALPARAISO,6,DISTRITO 6,SAN FELIPE,2569,5701,60113,20196,13519,257,98,33715,34070,0.5667659241761349,0.1101296801287504
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,8,DISTRITO 16,SAN FERNANDO,2602,6301,63060,20064,15795,262,72,35859,36193,0.5739454487789407,0.08944661532876297
DE MAGALLANES Y DE LA ANTARTICA CHILENA,16,DISTRITO 28,SAN GREGORIO,2750,12104,715,136,127,1,1,263,265,0.3706293706293706,0.07784760346565395
DE ÑUBLE,10,DISTRITO 19,SAN IGNACIO,2833,16108,14746,2472,5328,50,20,7800,7870,0.5337040553370406,0.1867245521650015
DEL MAULE,9,DISTRITO 18,SAN JAVIER,2639,7406,39506,9327,11102,140,40,20429,20609,0.5216675947957272,0.1292668224528784
METROPOLITANA DE SANTIAGO,7,DISTRITO 10,SAN JOAQUIN,2786,13129,80763,33849,13773,323,95,47622,48040,0.5948268390228199,0.1179219485688293
METROPOLITANA DE SANTIAGO,7,DISTRITO 12,SAN JOSE DE MAIPO,2792,13203,16006,6446,3129,82,32,9575,9689,0.6053354991878046,0.0924232587070511
DE LOS LAGOS,14,DISTRITO 25,SAN JUAN DE LA COSTA,2731,10306,8249,2419,1866,34,23,4285,4342,0.5263668323433144,0.2224948259276197
METROPOLITANA DE SANTIAGO,7,DISTRITO 13,SAN MIGUEL,2787,13130,105216,38479,23570,425,148,62049,62622,0.5951756386861314,0.0533870443989982
DE ÑUBLE,10,DISTRITO 19,SAN NICOLAS,2846,16305,11810,2597,3874,54,23,6471,6548,0.5544453852667232,0.1022172478280601
DE LOS LAGOS,14,DISTRITO 25,SAN PABLO,2732,10307,10152,2710,2837,32,17,5547,5596,0.5512214342001576,0.1227197419314114
METROPOLITANA DE SANTIAGO,7,DISTRITO 14,SAN PEDRO,2804,13505,8577,1989,2622,28,13,4611,4652,0.5423807858225487,0.1326335657555596
DE ANTOFAGASTA,3,DISTRITO 3,SAN PEDRO DE ATACAMA,2514,2203,7279,2217,1072,44,12,3289,3345,0.45954114576178046,0.1457178853538329
DEL BIOBIO,11,DISTRITO 20,SAN PEDRO DE LA PAZ,2649,8108,91391,27126,27426,528,177,54552,55257,0.6046218993117484,0.1221315304585856
DEL MAULE,9,DISTRITO 17,SAN RAFAEL,2621,7110,8670,2329,2532,34,16,4861,4911,0.5664359861591696,0.13069409516428
METROPOLITANA DE SANTIAGO,7,DISTRITO 13,SAN RAMON,2788,13131,80041,30052,13143,282,122,43195,43599,0.5447083369772991,0.1312104683134168
DEL BIOBIO,11,DISTRITO 21,SAN ROSENDO,2670,8310,4362,1205,1069,15,3,2274,2292,0.5254470426409904,0.1825529438263321
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,8,DISTRITO 16,SAN VICENTE,2595,6117,40881,13362,9620,132,59,22982,23173,0.5668403414789266,0.0924210484026514
DEL BIOBIO,11,DISTRITO 21,SANTA BARBARA,2671,8311,13350,2266,4135,37,15,6401,6453,0.48337078651685395,0.1961688929523371
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,8,DISTRITO 16,SANTA CRUZ,2611,6310,31615,8439,8403,85,36,16842,16963,0.536549106436818,0.07671775435085675
DEL BIOBIO,11,DISTRITO 20,SANTA JUANA,2650,8109,13026,2558,4283,50,23,6841,6914,0.5307845846768002,0.1383339667736309
DE VALPARAISO,6,DISTRITO 6,SANTA MARIA,2574,5706,12169,3833,2875,64,17,6708,6789,0.5578930068206097,0.1222888696792491
METROPOLITANA DE SANTIAGO,7,DISTRITO 10,SANTIAGO,2758,13101,339067,95375,61733,1062,507,157108,158677,0.46798125444233735,0.08427568356074022
DE VALPARAISO,6,DISTRITO 7,SANTO DOMINGO,2568,5606,11869,3484,4832,74,19,8316,8409,0.7084842867975398,0.08327342321675335
DE ANTOFAGASTA,3,DISTRITO 3,SIERRA GORDA,2510,2103,2882,430,277,5,3,707,715,0.2480916030534351,0.12800390602067999
METROPOLITANA DE SANTIAGO,7,DISTRITO 14,TALAGANTE,2805,13601,58940,21906,14792,273,104,36698,37075,0.6290295215473363,0.08864676866221173
DEL MAULE,9,DISTRITO 17,TALCA,2612,7101,181299,58423,48625,761,236,107048,108045,0.5959492330349312,0.1083064748943034
DEL BIOBIO,11,DISTRITO 20,TALCAHUANO,2651,8110,131721,37805,34984,696,193,72789,73678,0.5593489268985203,0.1147120750837973
DE ANTOFAGASTA,3,DISTRITO 3,TALTAL,2511,2104,10493,3078,1382,25,15,4460,4500,0.42885733346040217,0.1316191260624666
DE LA ARAUCANIA,12,DISTRITO 23,TEMUCO,2675,9101,238028,58784,76704,1154,337,135488,136979,0.5754743139462585,0.1479079228907132
DEL MAULE,9,DISTRITO 17,TENO,2632,7308,25073,5779,6465,90,40,12244,12374,0.4935189247397599,0.1272757483947304
DE LA ARAUCANIA,12,DISTRITO 23,TEODORO SCHMIDT,2691,9117,14052,2532,5117,59,29,7649,7737,0.5505977796754911,0.2178836248184823
DE ATACAMA,4,DISTRITO 4,TIERRA AMARILLA,2519,3103,12649,3656,1844,50,20,5500,5570,0.44035101589058423,0.1231159834959295
METROPOLITANA DE SANTIAGO,7,DISTRITO 8,TILTIL,2795,13303,14962,5062,3631,71,16,8693,8780,0.586819943857773,0.1004846430364426
DE MAGALLANES Y DE LA ANTARTICA CHILENA,16,DISTRITO 28,TIMAUKEL,2755,12303,734,48,71,0,1,119,120,0.16348773841961853,0.05199495910465069
DEL BIOBIO,11,DISTRITO 21,TIRUA,2660,8207,9123,1797,3080,32,9,4877,4918,0.5390770579853118,0.2129593771268228
DE ANTOFAGASTA,3,DISTRITO 3,TOCOPILLA,2515,2301,22196,6052,2662,90,13,8714,8817,0.3972337358082537,0.08595366390246174
DE LA ARAUCANIA,12,DISTRITO 23,TOLTEN,2692,9118,10554,1931,3412,40,22,5343,5405,0.5121281030888762,0.1962422105154954
DEL BIOBIO,11,DISTRITO 20,TOME,2652,8111,50014,14515,13279,228,74,27794,28096,0.5617627064421962,0.1381390558802315
DE MAGALLANES Y DE LA ANTARTICA CHILENA,16,DISTRITO 28,TORRES DEL PAINE,2757,12402,1634,391,309,3,1,700,704,0.43084455324357407,0.06841383390363279
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,15,DISTRITO 27,TORTEL,2744,11303,570,153,83,4,1,236,241,0.42280701754385963,0.05939824893168784
DE LA ARAUCANIA,12,DISTRITO 22,TRAIGUEN,2705,9210,18595,3535,6086,77,22,9621,9720,0.5227211616025813,0.1821490209414192
DE ÑUBLE,10,DISTRITO 19,TREHUACO,2841,16207,6241,1371,2072,20,7,3443,3470,0.556000640922929,0.1892536861871537
DEL BIOBIO,11,DISTRITO 21,TUCAPEL,2672,8312,13197,2994,3580,40,19,6574,6633,0.5026142305069334,0.1435734415556869
DE LOS RIOS,13,DISTRITO 24,VALDIVIA,2810,14101,139836,48381,33497,632,258,81878,82768,0.5918933607940731,0.09795622869143517
DE ATACAMA,4,DISTRITO 4,VALLENAR,2522,3301,45689,14403,6834,176,49,21237,21462,0.46974107553240385,0.1021360096039487
DE VALPARAISO,6,DISTRITO 7,VALPARAISO,2541,5101,287931,99453,51992,1258,379,151445,153082,0.5316620996002515,0.1334439387178567
DEL MAULE,9,DISTRITO 17,VICHUQUEN,2633,7309,5335,1452,1796,27,13,3248,3288,0.6163074039362699,0.140700712285621
DE LA ARAUCANIA,12,DISTRITO 22,VICTORIA,2706,9211,32607,4899,12266,117,30,17165,17312,0.5309289416382985,0.1791963746826947
DE COQUIMBO,5,DISTRITO 5,VICUNA,2531,4106,23805,7759,3894,86,27,11653,11766,0.4942659105229994,0.139967037212977
DE LA ARAUCANIA,12,DISTRITO 22,VILCUN,2693,9119,24718,4764,8190,117,38,12954,13109,0.5303422607007039,0.1721413452330799
DEL MAULE,9,DISTRITO 18,VILLA ALEGRE,2640,7407,14020,3400,4220,42,14,7620,7676,0.5475035663338088,0.1621303595987085
DE VALPARAISO,6,DISTRITO 6,VILLA ALEMANA,2578,5804,100481,33951,25937,551,151,59888,60590,0.602999572058399,0.09250797343205479
DE LA ARAUCANIA,12,DISTRITO 23,VILLARRICA,2694,9120,56170,12289,16662,207,82,28951,29240,0.5205625778885526,0.1513866746317931
DE VALPARAISO,6,DISTRITO 7,VINA DEL MAR,2547,5109,302008,93427,77174,1497,493,170601,172591,0.5714782389870467,0.1098440460985046
METROPOLITANA DE SANTIAGO,7,DISTRITO 11,VITACURA,2789,13132,88802,10511,52327,1287,565,62838,64690,0.7284745839057679,0.03334690064776136
DEL MAULE,9,DISTRITO 18,YERBAS BUENAS,2641,7408,15095,3501,4387,57,19,7888,7964,0.5275919178535939,0.1669809109986769
DEL BIOBIO,11,DISTRITO 21,YUMBEL,2673,8313,20248,4234,6134,64,42,10368,10474,0.5172856578427499,0.1649790578815277
DE ÑUBLE,10,DISTRITO 19,YUNGAY,2834,16109,16460,4048,4129,50,31,8177,8258,0.5017010935601458,0.1135300742669885
DE VALPARAISO,6,DISTRITO 6,ZAPALLAR,2557,5405,9155,2745,3518,82,37,6263,6382,0.6971054068814855,0.08629045120311152
